run_id,date,total_distance_km,duration_min,avg_pace_min_km,min_pace_min_km,fastest_1km_pace,fastest_5min_pace,avg_cadence,total_elev_gain,avg_stride_len_m,avg_gct_est_ms,pace_variability,cadence_drift,week,load_7d,load_28d,cluster,pca1,pca2
5133288564,2020-12-28,0.45236,2.45,5.997842504620686,4.5339136742836414,5.150547783947605,,76.46153846153847,4.400000000000034,2.094821261789324,407.0394123325669,2.190352409094468,25.476190476190474,2020-12-28,30.73379,219.68985,0.0,-3.779906286066164,4.959640062446025
5133288532,2020-12-28,2.92804,14.0,4.915532130066599,4.192872117400419,4.454034593614253,4.517030730593565,85.15068493150685,17.400000000000205,2.4266372630539803,352.41878825875915,0.726612571508659,-1.379129129129126,2020-12-28,24.3388,217.64175,0.0,-2.861731488314535,-0.15688418875649343
5133288496,2020-12-28,1.01925,4.2,4.515843248617322,3.800836183960472,4.152194019034938,,89.34,7.399999999999977,2.5642813216863907,336.008519007808,1.0801726992883711,-0.5705128205128318,2020-12-28,22.33291,201.43427,2.0,-3.770517577414566,-1.8487314084690938
5133288487,2020-12-28,3.06419,12.533333333333331,4.216812121650004,3.744476896577548,4.021039236201033,4.064832294625736,87.55862068965517,14.000000000000114,2.73587382437378,342.7062811621866,0.530695401715363,1.1621621621621614,2020-12-28,17.64645,202.13162,2.0,-3.2878790746546263,-1.8594548636401231
5133288536,2021-01-13,5.0109,21.966666666666665,4.442090882269533,3.63821581896238,4.287462451857299,4.301863265816426,88.19787985865725,93.40000000000016,2.565606027013589,340.23405259382366,0.3769303248881687,-1.4374245472837115,2021-01-11,19.06773,199.15591,2.0,-2.2741374212023433,-1.899100125857939
5133288522,2021-01-13,2.7130300000000003,14.75,5.49082042164637,4.304407713498622,5.078326294750037,5.070384323755198,85.21,96.6000000000002,2.197457469795861,352.3324119222473,1.0914077400258422,-0.0400000000000062,2021-01-11,17.20298,193.43301,0.0,-2.6635147101130245,0.20065113447013128
5133288515,2021-01-23,2.85334,16.033333333333335,5.120592439542922,3.926187671770711,4.448941822428512,4.8173467379574655,85.75675675675676,19.2,2.339858440947417,351.58551470203383,1.0965861129746777,0.7297297297297263,2021-01-18,18.04111,191.85833,0.0,-3.280594877664846,-0.17076704287423874
5133288807,2021-01-23,10.01091,43.2,4.34621677194296,2.8715828164484263,4.031413724607373,4.035335669554781,87.86723768736617,38.20000000000039,2.6356545911443585,341.5354152826346,0.3973942265106571,-2.43656056587092,2021-01-18,27.59966,188.4465,2.0,-1.7184672348693466,-2.068486058820364
5133288566,2021-02-04,14.53748,77.18333333333334,5.3399868229649,3.5727045373347623,3.6694238983056113,3.6526453336822575,85.37434554973822,124.39999999999988,,,12.747155476571804,-0.0575916230366431,2021-02-01,39.2091,190.54769,,,
5133288502,2021-02-07,20.01089,87.78333333333333,4.382660020273146,3.15000315000315,4.152378412294543,4.14535374201356,85.470703125,209.3999999999994,2.686256261650768,351.0888271259559,0.4375179369731899,0.77734375,2021-02-01,58.20074,194.14978,1.0,2.1422366776625377,-1.8714069612653481
5133288521,2021-02-09,9.65668,49.85,9.082077287916428,3.660590087122044,4.371001606870264,4.513113224784121,85.79885057471265,114.7999999999996,,,81.82474261467071,0.6015854374632994,2021-02-08,64.79323,203.73232,,,
5133288534,2021-02-10,11.72749,61.766666666666666,7.732853414287254,3.697951334960432,3.958660424287247,3.969693106379248,85.58161648177496,140.9999999999995,,,73.65552641766962,0.242965411593957,2021-02-08,71.50982,200.06666,,,
5133288523,2021-02-13,10.0177,48.16666666666666,4.680384129749688,2.8129395218002813,3.8821099566697272,3.877604960930476,86.39382239382239,74.19999999999982,,,0.7707395887983562,-0.9701848539057778,2021-02-08,78.81448999999999,194.61499,,,
5133288591,2021-02-14,25.010060000000003,110.28333333333332,4.397023682463221,3.7210686909280346,4.102982169635233,4.203772263240571,85.25205930807249,144.60000000000042,,,0.4802869394999894,0.8814920965780857,2021-02-08,100.97121,202.15404,,,
5133288537,2021-02-15,8.69204,47.266666666666666,7.25012390008071,3.713606654783125,4.258415726768759,4.730034939000487,85.03056768558952,79.19999999999999,,,41.30526333494148,4.607780320366132,2021-02-15,99.65234,201.01178,,,
5133288511,2021-02-17,2.63135,14.366666666666667,5.422778396456066,4.545041359876375,4.904300636802528,4.896696186956706,82.24475524475524,29.200000000000045,,,1.2468618613435902,6.315873015873009,2021-02-15,87.74621,188.24697,,,
5133292062,2021-02-17,10.04961,48.3,4.629418412822246,3.0904258606836024,4.132967530003173,4.070496278743051,87.13931297709924,65.20000000000064,2.5457761156538856,,1.020706832576196,-3.3740458015267194,2021-02-15,77.78493,196.40945,,,
5133288481,2021-02-18,0.41131,1.35,3.999168400159579,3.307534563736191,3.3410762043353937,,92.51851851851852,4.800000000000011,2.8699252162206244,324.5392252632096,1.240950325577144,-0.5714285714285694,2021-02-15,68.53956000000001,189.22782,2.0,-3.240110264960973,-3.2929456424967336
5133288503,2021-02-18,0.4071,1.3333333333333333,4.0057965883198685,3.338675213675214,3.4103063821190447,,91.65384615384616,2.400000000000148,2.846037991754773,327.6065042404464,1.0360968156998571,1.595238095238102,2021-02-15,57.219170000000005,180.69047,2.0,-3.559583230204836,-3.0597391396710285
5133288518,2021-02-18,0.40872,1.3333333333333333,4.073486020663508,3.1613555892766816,3.4508292180275943,,93.0,3.7999999999999545,2.7648470486732144,322.81621251842506,1.040809744578182,-0.1666666666666714,2021-02-15,47.61019,176.07896,2.0,-3.8277383990085823,-3.3863760983838884
5133288517,2021-02-18,0.41668,1.3166666666666669,3.91663199376774,3.183699458771092,3.2887395970910247,,92.70370370370372,2.800000000000068,2.90200459024808,323.92246784379165,1.0959726068801332,0.1666666666666714,2021-02-15,23.01681,174.19971,2.0,-4.212729855615301,-3.8293037649747927
5133288516,2021-02-18,0.41018,1.3333333333333333,3.942885134360952,3.1667616695167524,3.34152366551878,,91.6,2.9999999999998863,2.8895905844236776,327.71124811027425,0.9902722377099696,1.8333333333333288,2021-02-15,14.73495,172.72074,2.0,-4.362359977993111,-3.5120289708508454
5133288514,2021-02-18,0.41634,1.3,5.918455039047354,3.178235443681668,3.2057246484700133,,93.68,2.60000000000008,2.89445939163956,323.3861645058024,11.210038038077688,-0.0714285714285694,2021-02-15,12.519940000000002,163.81405,2.0,-4.627177682760791,-3.6228996497612673
5133288512,2021-02-18,0.4150899999999999,1.35,3.910693060312129,3.235617679415,3.298225413411633,,93.0,4.199999999999989,2.8862203991220565,322.8420782448428,1.0551397160172733,0.6428571428571388,2021-02-15,2.88542,161.204,2.0,-4.70363185688814,-4.084121827216269
5133288508,2021-02-18,3.11614,18.45,5.021604463312523,4.432624113475177,4.654529004906504,4.652673268185168,84.98076923076923,22.800000000000185,2.356389244929487,,0.9256247563466145,-2.051282051282058,2021-02-15,5.590249999999999,156.56949,,,
5133288507,2021-02-18,0.41816,1.35,3.8739116639287374,3.189792663476874,3.3484005434271515,,89.62962962962963,2.200000000000103,3.0655565235722304,335.3617694043457,1.2865674838898402,7.11904761904762,2021-02-15,5.60131,153.39803,2.0,-4.638453903371536,-3.3729124185409445
5133288520,2021-02-18,0.4064,1.25,3.963670793863271,2.9922202274087373,3.286743013405167,,94.79166666666669,3.800000000000068,2.794314014332201,317.19347567095787,1.1030154994401358,10.0,2021-02-15,5.59899,149.22665,2.0,-5.381068126855709,-4.286580890052721
5133288513,2021-02-18,4.3171,31.73333333333333,6.09693566117436,3.0226091161890944,4.588397131402595,5.042538900480509,82.71428571428571,32.39999999999999,,,2.3566324577901328,-4.906663141195125,2021-02-15,9.49941,151.52854,,,
5133288559,2021-02-18,0.40758,1.35,4.024572396301187,3.247596778383996,3.3939077864153235,,92.36,3.599999999999967,2.812455724169977,325.0286998622465,1.0108486493532596,0.6428571428571388,2021-02-15,9.49681,151.48376,2.0,-4.632847002069762,-3.68278386232342
5133288548,2021-02-18,0.09419,0.9333333333333332,11.79936698162623,9.600614439324117,,,26.22222222222222,0.4000000000000341,,,2.2308670442207945,,2021-02-15,9.17466,148.64991,,,
5133288525,2021-02-19,9.9802,55.6,8.818922906938413,2.7065064414853306,4.6015512798478415,4.7509279924353285,85.31568998109641,73.79999999999984,,,80.37084670667765,1.783777625882891,2021-02-15,18.73977,157.61086,,,
5140445361,2021-02-20,15.57975,70.36666666666666,4.577931807464744,3.1667616695167524,3.975961186648159,3.9792129361240343,86.92470277410833,71.80000000000041,2.5554330477130875,345.31398123326346,0.759172897713131,0.4262879420774226,2021-02-15,31.203380000000003,170.12642,0.0,-0.5864088291726418,-1.8482295801767283
5147231580,2021-02-21,10.67575,52.45,4.959070261650517,2.967182956501098,4.538574787738475,4.537796092559659,86.0817843866171,78.2000000000001,,,0.8441423309795326,1.8935323383084608,2021-02-15,41.46097,175.79127,,,
5151785648,2021-02-22,0.11177,31.116666666666667,389.9905626038575,68.58710562414267,235.614333358068,241.9836131513886,8.645833333333334,2.6000000000000227,,,232.84981115973216,-12.166666666666668,2021-02-22,41.166340000000005,173.19001,,,
5151785299,2021-02-22,4.00534,20.25,5.234139437892918,3.9345294302801386,4.582416222521835,4.581668725268925,85.88461538461539,17.20000000000033,2.2666018282534046,350.4151108516177,1.0308887390796029,3.07692307692308,2021-02-22,40.85458,174.34201,0.0,-2.9812842487415594,0.04922253569094215
5151786838,2021-02-22,4.90774,25.08333333333333,15.538193806648836,4.453946196329949,4.581732642081946,4.692697285250796,85.70943396226416,37.00000000000006,2.261148987931671,351.4946168899558,125.50472318340658,1.997060153776573,2021-02-22,45.35474000000001,169.23884,3.0,-3.178642271039054,3.385460268842068
5156912088,2021-02-23,1.75055,8.933333333333334,5.408653796893975,4.4875246813857474,4.713214003837304,5.052682585527324,84.35353535353535,15.000000000000057,2.278943149896837,355.8719672237137,1.3413691557459406,1.048333333333332,2021-02-22,47.0111,156.45191,0.0,-3.171500813460701,0.5916690199377349
5156911634,2021-02-23,20.00573,88.16666666666667,5.247910108650494,3.229974160206718,3.971867609777117,3.9736122676481433,86.37333333333333,104.7999999999995,2.6830634457164164,347.5852872204988,27.958591386418263,3.879039330769743,2021-02-22,57.03663,156.44675,1.0,0.6782818842826314,-1.5947794991010047
5165490826,2021-02-24,10.13869,49.4,4.848757012972301,2.3503972171296947,3.851989878592593,3.89380149714974,85.8157894736842,95.20000000000007,2.4891702825527746,350.7052533858453,1.082409390493246,1.0225563909774422,2021-02-22,51.59557,156.92876,0.0,-0.9124437943380823,-0.9459200744097177
5169248449,2021-02-25,0.41397,1.3,4.19266014116732,3.1117749564351507,3.156596896490289,,92.23076923076924,3.0000000000000586,2.8700280618186045,329.9976926716065,1.9948529519346063,3.88095238095238,2021-02-22,41.33379,145.61524,2.0,-4.174636006590657,-3.291834246546857
5169250931,2021-02-25,3.05594,17.65,7.209820340620206,4.324511330219685,4.568454890791744,4.579921457492644,84.00649350649351,17.99999999999993,,,28.195301629591032,1.6309041835357618,2021-02-22,44.27796,138.65348000000003,,,
5169250495,2021-02-25,0.41299,1.2333333333333334,3.971266118305255,3.0325084910237745,3.05854863717595,,96.53846153846152,6.400000000000034,2.895447240995725,311.61874807619205,1.825287636190124,-2.30952380952381,2021-02-22,40.68561,114.05641,2.0,-4.440613160075248,-5.038663722109371
5169250357,2021-02-25,0.217,0.5666666666666667,3.1913672599208764,2.6700843746662395,2.7119958287017365,,56.07142857142857,5.199999999999989,,,0.9112568064017798,97.5,2021-02-22,35.99487,105.58137,,,
5169250198,2021-02-25,0.21018,0.5833333333333334,8.330478700643768,2.4137098720733765,2.546262687013988,,46.41176470588236,4.800000000000011,,,7.333035953420606,98.0,2021-02-22,34.4545,103.1602,,,
5169250009,2021-02-25,0.20312,0.5666666666666667,5.2125964081759975,3.4889400600097686,4.303507905215754,,98.53846153846152,2.3999999999999773,2.210055513116035,306.5068333871204,2.467563803062283,8.583333333333329,2021-02-22,14.65189,93.31371,2.0,-6.1779333854756375,-3.8654753024865047
5169248261,2021-02-25,4.60517,33.21666666666667,7.332399182110296,2.427066647250133,3.2425404891174123,5.256685778141812,84.31764705882352,28.399999999999807,,,14.54472009828936,0.6686507936507979,2021-02-22,9.11837,97.50757,,,
5169249874,2021-02-25,0.40497,1.2333333333333334,4.143650994716223,3.0122296523886978,3.095300294914236,,94.3076923076923,3.800000000000068,2.825901532202852,318.6428612040885,1.837680603590413,3.9761904761904674,2021-02-22,9.10937,97.50544,2.0,-5.296411161453501,-4.4150152020686955
5169249327,2021-02-25,0.41734,1.3166666666666669,3.975838128757913,3.172790151659369,3.231344282031179,,91.5925925925926,4.800000000000068,2.944440464332683,333.3649891030304,1.3626165411864823,5.785714285714292,2021-02-22,6.47077,97.51406,2.0,-5.065679544486197,-3.694267466693763
5169249151,2021-02-25,0.40954,1.3166666666666669,4.451647213662885,3.235617679415,3.299052637131258,,94.44444444444444,4.199999999999989,2.7393456040348108,317.868564627626,2.536412995596715,-3.404761904761898,2021-02-22,6.46732,97.50692,2.0,-5.056485647892785,-4.314520116912425
5169248990,2021-02-25,0.41562,1.3166666666666669,4.30977588223266,3.235617679415,3.2819009895872555,,84.5,6.800000000000011,,,1.840644049501183,32.767857142857146,2021-02-22,6.665940000000001,97.51236,,,
5169248810,2021-02-25,0.41497,1.3,3.779229560968166,3.1667616695167524,3.210761855640885,,89.61538461538461,3.600000000000028,2.9671979877913977,,0.9314686190800254,12.333333333333329,2021-02-22,6.87073,97.51099,,,
5169248613,2021-02-25,0.41611,1.3166666666666669,4.3032072143781175,3.235617679415,3.37604579519865,,88.61538461538461,4.0,,,2.2918946012342505,12.166666666666671,2021-02-22,7.0837200000000005,97.51201,,,
5169249662,2021-02-25,0.4027699999999999,1.2333333333333334,4.198139042858769,3.053621595211921,3.1742879281291168,,88.44827586206897,8.800000000000011,,,2.4690870815111183,25.07142857142857,2021-02-22,2.88132,94.79864,,,
5169249488,2021-02-25,0.40507,1.2666666666666666,4.1795982467253,3.139323161926289,3.165780898050272,,90.75,5.600000000000023,2.755437251198947,337.81903366316374,1.790316485266859,16.285714285714278,2021-02-22,2.88142,94.78555,2.0,-5.660204566616525,-2.8052774089229686
5177950122,2021-02-26,9.52623,46.61666666666667,4.924176469430537,3.800836183960472,4.268570610747645,4.54505986091946,87.5050505050505,60.599999999999966,2.370755992040771,343.17217436061577,0.91530777250642,0.5478625753999466,2021-02-22,11.99031,103.90538,2.0,-2.564882926887844,-1.645503323444816
5182587026,2021-02-27,15.0228,69.88333333333334,4.70807489547132,2.977253781112302,3.647807541253128,3.6460252765326,87.37752525252525,124.79999999999929,2.489634029579811,343.92462446871025,0.8437387473701108,-0.1717171717171766,2021-02-22,26.60357,114.61108000000002,0.0,-0.6527786997597129,-2.1281000048799035
5195818233,2021-03-01,22.81451,102.91666666666669,4.497595774332615,3.4751181540172364,4.014695906617419,4.016116980842799,89.46451033243486,123.7999999999996,2.5383338884726534,335.4261277446134,0.8418280629121495,0.4716871663959239,2021-03-01,49.00246,137.01801,1.0,0.9786074270546724,-3.0352042472688923
5203108776,2021-03-02,8.49758,41.25,6.20036906410432,2.658160552897395,4.262527284184767,4.526723919260704,86.8883826879271,57.800000000000125,2.421357389003004,346.3154658062499,28.191272197726224,1.6596330275229292,2021-03-01,57.08507,145.4214,0.0,-1.7655035735012639,-0.4313106729852925
5207472108,2021-03-03,16.059350000000002,76.61666666666666,8.636088676787885,3.4216108944090875,3.7829181168233768,3.7971101821020232,86.94124847001224,82.80000000000007,2.568287346793193,346.1924621939134,74.4358689495452,-0.9453849832615902,2021-03-01,72.72831,151.50055,3.0,0.09705212646538311,-0.08859667394644256
5215712712,2021-03-04,15.87672,70.66666666666667,4.4629384957004,2.5017512258581007,4.04631267754536,4.053699154389353,88.01136363636364,103.59999999999968,2.610450375156924,341.76261342231845,0.8270311732408511,1.242424242424249,2021-03-01,88.20226,151.79752000000002,1.0,0.5497413083896999,-2.0077282396379466
5221018418,2021-03-05,10.22509,48.8,4.718358624160474,3.8165025570567135,4.241019199642746,4.245459250087093,87.03281853281854,87.19999999999993,2.4679406503070864,345.0485577120692,0.6982790170483949,0.0698270721526483,2021-03-01,98.02228,151.34686,0.0,-0.2495682790296047,-1.0133797712196837
