run_id,date,total_distance_km,duration_min,avg_pace_min_km,min_pace_min_km,fastest_1km_pace,fastest_5min_pace,avg_cadence,total_elev_gain,avg_stride_len_m,avg_gct_est_ms,pace_variability,cadence_drift,week,load_7d,load_28d,cluster,pca1,pca2
223706316,2014-09-29,13.41515,76.36666666666666,,,,,,1611.1999999999998,,,,,2014-09-29,13.41515,13.41515,,,
224118153,2014-09-30,2.6686,9.35,,,,,,200.7999999999997,,,,,2014-09-29,16.08375,16.08375,,,
224118406,2014-09-30,1.47677,7.1,,,,,,121.60000000000014,,,,,2014-09-29,17.56052,17.56052,,,
224118046,2014-09-30,2.76147,9.35,,,,,,108.99999999999994,,,,,2014-09-29,20.32199,20.32199,,,
224117880,2014-09-30,4.35972,19.0,,,,,,408.6000000000001,,,,,2014-09-29,24.68171,24.68171,,,
224118290,2014-09-30,2.68965,9.116666666666667,,,,,,220.80000000000007,,,,,2014-09-29,27.37136,27.37136,,,
227883054,2014-10-01,11.08239,49.85,,,,,,298.6000000000008,,,,,2014-09-29,38.45375,38.45375,,,
227883160,2014-10-02,0.0,0.0,,,,,,0.0,,,,,2014-09-29,25.0386,38.45375,,,
227883205,2014-10-03,0.0,0.0,,,,,,0.0,,,,,2014-09-29,22.37,38.45375,,,
227883234,2014-10-03,2.16066,11.916666666666666,,,,,,483.6000000000002,,,,,2014-09-29,23.05389,40.61441,,,
227883290,2014-10-05,3.36458,22.616666666666667,,,,,,413.9999999999998,,,,,2014-09-29,23.657,43.97899,,,
227883334,2014-10-05,13.22425,46.93333333333333,,,,,,976.9999999999982,,,,,2014-09-29,32.52153,57.20324,,,
227883441,2014-10-06,2.85774,9.783333333333331,,,,,,0.0,,,,,2014-10-06,32.68962,60.06098,,,
227883477,2014-10-06,2.68698,9.733333333333333,,,,,,225.20000000000005,,,,,2014-10-06,24.29421,62.74796,,,
227883521,2014-10-06,1.93516,8.95,,,,,,94.6000000000002,,,,,2014-10-06,26.22937,64.68312,,,
232938604,2014-10-19,1.92427,13.1,,,,,,122.3999999999997,,,,,2014-10-13,28.15364,66.60739,,,
237372400,2014-10-19,24.209,93.66666666666669,,,,,,1026.5999999999983,,,,,2014-10-13,50.20198,90.81639,,,
237372568,2014-10-21,11.36286,57.46666666666667,,,,,,942.400000000002,,,,,2014-10-20,58.20026,102.17925,,,
237372697,2014-10-23,13.5656,53.55,,,,,,669.6000000000001,,,,,2014-10-20,58.54161,115.74485,,,
237372806,2014-10-24,0.0,0.0,,,,,,0.0,,,,,2014-10-20,55.68387,115.74485,,,
237372885,2014-10-27,10.39829,46.03333333333333,,,,,,773.799999999999,,,,,2014-10-27,63.39518,126.14314,,,
237582677,2014-10-28,8.24297,33.6,,,,,,447.60000000000105,,,,,2014-10-27,69.70299,134.38611,,,
237582748,2014-10-29,8.43218,66.23333333333333,,,,,,1539.0000000000005,,,,,2014-10-27,76.21090000000001,142.81829,,,
244399168,2014-11-03,11.64154,54.78333333333333,,,,,,674.5999999999992,,,,,2014-11-03,63.643440000000005,154.45983,,,
244448981,2014-11-06,4.08049,21.55,,,,,,566.5999999999992,,,,,2014-11-03,56.36107,158.54032,,,
244449017,2014-11-06,1.46616,6.083333333333333,,,,,,187.80000000000007,,,,,2014-11-03,44.26163,160.00648,,,
244449083,2014-11-06,8.48694,36.4,,,,,,942.6,,,,,2014-11-03,52.74857,168.49342,,,
245342742,2014-11-08,11.7702,53.66666666666666,,,,,,679.000000000001,,,,,2014-11-03,54.12048,180.26362,,,
247523080,2014-11-13,5.12689,24.266666666666666,,,,,,156.40000000000026,,,,,2014-11-10,51.0044,171.97536,,,
247523021,2014-11-13,10.03501,37.21666666666667,,,,,,488.2000000000006,,,,,2014-11-10,52.60723,179.34177,,,
247522983,2014-11-13,2.0082,11.233333333333333,,,,,,102.80000000000018,,,,,2014-11-10,42.97389,179.8732,,,
248130090,2014-11-15,10.18754,42.96666666666667,,,,,,223.20000000000044,,,,,2014-11-10,49.08094,187.29927,,,
248428675,2014-11-16,14.2682,65.35,,,,,,691.0000000000001,,,,,2014-11-10,61.88298,197.20775,,,
249536166,2014-11-18,13.01723,1476.6333333333334,,,,,,514.3999999999996,,,,,2014-11-17,66.41327,207.53533,,,
249976334,2014-11-20,8.80025,39.3,,,,,,431.2000000000004,,,,,2014-11-17,63.44332,205.25319,,,
250633914,2014-11-21,8.12534,1485.7333333333331,,,,,,551.1999999999994,,,,,2014-11-17,66.44176999999999,213.37853,,,
251561931,2014-11-23,9.40751,40.5,,,,,,560.0000000000006,,,,,2014-11-17,65.81427,222.78604,,,
251561987,2014-11-23,4.00976,18.23333333333333,,,,,,191.79999999999976,,,,,2014-11-17,67.81583,224.63514,,,
252711471,2014-11-26,5.01786,17.416666666666668,,,,,,126.80000000000013,,,,,2014-11-24,62.646150000000006,226.28842,,,
253402376,2014-11-28,10.11938,46.1,,,,,,493.0,,,,,2014-11-24,58.49732999999999,223.18355,,,
253184378,2014-11-28,10.56918,55.5,,,,,,705.9999999999997,,,,,2014-11-24,56.04928,230.89499,,,
254325136,2014-11-30,15.33888,61.4,,,,,,612.4,,,,,2014-11-24,62.58791,243.54689,,,
254561871,2014-12-01,10.10834,50.61666666666667,,,,,,633.0,,,,,2014-12-01,64.57091,251.72007,,,
255634675,2014-12-04,16.54209,65.81666666666666,,,,,,991.8000000000002,,,,,2014-12-01,71.70549,266.33789,,,
255995817,2014-12-05,10.01892,43.81666666666667,,,,,,505.4,,,,,2014-12-01,77.71464999999999,252.14781,,,
256846889,2014-12-07,16.03847,63.7,,,,,,816.4000000000001,,,,,2014-12-01,88.73526,256.82342,,,
257326939,2014-12-08,10.01009,45.38333333333333,,,,,,819.6000000000006,,,,,2014-12-08,88.62597000000001,253.26791,,,
258852470,2014-12-13,13.66793,57.266666666666666,,,,,,792.8000000000011,,,,,2014-12-08,91.72472,266.93584000000004,,,
323883762,2014-12-26,10.16085,47.31666666666667,,,,,,469.6000000000005,,,,,2014-12-22,86.54669,266.6984,,,
323883940,2015-01-02,10.00413,44.05,,,,,,465.9999999999999,,,,,2014-12-29,86.44248,268.45956,,,
323884262,2015-03-08,6.92333,38.6,,,,,,168.39999999999975,,,,,2015-03-02,76.82372,266.95071,,,
323884197,2015-03-08,0.51885,2.9833333333333334,,,,,,15.599999999999907,,,,,2015-03-02,67.32365,255.82802,,,
323884089,2015-03-08,5.3492,29.216666666666665,,,,,,175.5999999999999,,,,,2015-03-02,56.63438,257.09673,,,
323884498,2015-04-16,3.36797,12.683333333333334,,,,,,10.400000000000093,,,,,2015-04-13,49.99226,258.99854,,,
323884372,2015-04-16,4.87849,23.933333333333334,,,,,,363.59999999999945,,,,,2015-04-13,41.20282,255.39009,,,
323884624,2015-04-16,4.97614,23.5,,,,,,263.8000000000009,,,,,2015-04-13,36.01811,248.59603,,,
325964108,2015-04-19,17.22673,81.21666666666667,,,,,,368.5999999999992,,,,,2015-04-13,43.24071,260.69587,,,
353538654,2015-04-22,2.3668400000000003,12.35,,,,,,83.19999999999987,,,,,2015-04-20,38.68422,253.0277,,,
353538749,2015-04-22,7.98661,209.1,,,,,,372.7999999999996,,,,,2015-04-20,46.15198,259.00611000000004,,,
353538892,2015-04-27,8.43593,40.43333333333333,,,,,,255.1999999999996,,,,,2015-04-27,49.23871,257.2545,,,
353539021,2015-04-27,4.42802,48.98333333333333,,,,,,441.7999999999993,,,,,2015-04-27,50.29876,247.41432,,,
353539157,2015-04-28,13.42274,61.16666666666666,,,,,,750.0000000000005,,,,,2015-04-27,58.84301,247.81983,,,
353539291,2015-04-29,12.43629,55.85,,,,,,474.1999999999998,,,,,2015-04-27,66.30316,251.45587,,,
353539393,2015-04-30,16.4088,87.13333333333334,,,,,,1027.3999999999994,,,,,2015-04-27,65.48523,259.73933,,,
353539466,2015-04-30,0.07414,0.35,,,,,,81.59999999999997,,,,,2015-04-27,63.19253,250.40596,,,
353539569,2015-05-18,15.39315,68.81666666666666,,,,,,527.4000000000005,,,,,2015-05-18,70.59907,261.78935,,,
353539757,2015-05-22,15.46937,70.48333333333333,,,,,,782.0000000000005,,,,,2015-05-18,77.63251,272.24086,,,
353539907,2015-05-26,17.47101,98.18333333333334,,,,,,911.8,,,,,2015-05-25,90.6755,279.59249,,,
385562642,2015-05-29,9.8343,47.03333333333333,,,,,,755.1999999999998,,,,,2015-05-25,87.08706000000001,278.85761,,,
385562887,2015-06-13,15.39616,71.58333333333333,,,,,,609.1999999999996,,,,,2015-06-08,90.04692999999999,278.91489,,,
385563133,2015-07-06,1.88713,12.216666666666669,,,,,,130.6000000000002,,,,,2015-07-06,75.52525999999999,270.69368000000003,,,
385563250,2015-07-06,7.59294,27.516666666666666,,,,,,443.5999999999999,,,,,2015-07-06,83.04406,261.74453,,,
5133288526,2020-11-24,8.944450000000002,40.36666666666667,4.562203281489458,3.7529085040906702,4.111811456623824,4.0862627698523815,85.95353982300885,77.9999999999997,,,0.6131144934513115,2.3274336283185875,2020-11-23,76.59536,260.67006,,,
5133288545,2020-11-29,5.02023,19.966666666666665,4.062108723243171,2.463661000246366,3.6412911336750646,3.644769678947212,89.14946619217082,25.599999999999973,2.8143104048902865,337.3181476265463,0.776907100256925,-1.3953722334003942,2020-11-23,66.14622,249.65182,2.0,-1.6756751516433948,-2.136292150602622
5133288575,2020-11-29,2.29593,11.25,5.600244792589544,2.752091589608102,4.438206605276235,4.474076545422,81.73188405797102,9.599999999999907,2.364328419957374,380.9900385984321,1.8598914106489843,-14.52016806722689,2020-11-23,50.97114,241.93766,0.0,-1.3724336039806733,1.9981837930021853
5133288498,2020-11-29,1.88915,9.433333333333334,4.879817749142993,2.752091589608102,4.503827295177127,4.557193492489023,85.93684210526315,16.0,2.443764213999363,349.2279693311723,0.9835961396596752,0.2119565217391255,2020-11-23,43.02599,230.15888,0.0,-2.771196448504815,-0.2012954369453233
5133288725,2020-12-05,9.32303,39.71666666666667,4.426017067659038,0.8913132609586965,2.94076039835394,4.0152356095926045,87.38990825688073,44.79999999999961,2.697572925304905,343.4168699095539,0.6903256231580072,2.045871559633028,2020-11-30,36.95286,229.32106,2.0,-1.5115629425672508,-1.7454393748656458
5133288560,2020-12-08,3.02514,14.433333333333334,4.986941104112859,4.443259575224385,4.637037876731679,4.637824990502694,85.34131736526946,17.799999999999955,2.4026476808650195,352.1346738459588,1.0257202552404798,0.2020905923344855,2020-12-07,38.09087,222.34207,0.0,-2.6663318736123753,0.009493321279691654
5133288580,2020-12-08,7.750649999999999,36.5,4.737134553538363,3.55138859293984,4.246316537795755,4.252452476868433,86.92042440318302,32.19999999999993,2.4832160699894192,345.4916880046341,0.8341435717326141,-4.134042553191492,2020-12-07,38.24858,223.16939,0.0,-1.6054894160975877,-1.038764373026059
5133288579,2020-12-24,3.58962,18.03333333333333,4.8895308227613725,4.041383769802781,4.263118724953257,4.553415213566891,85.82722513089006,42.40000000000069,2.4117736310327635,350.1339060400886,0.6635871937514124,2.2158687943262407,2020-12-21,32.89375,226.24016,0.0,-2.5415057086956754,-0.27009313038829796
5133288509,2020-12-24,4.57778,19.966666666666665,12.52524176345789,4.050222762251924,4.184080994562204,4.187639858164956,87.71739130434783,36.99999999999977,2.570119530552136,342.5958047515776,121.8152989081207,0.1618269812462216,2020-12-21,32.4513,225.46874000000005,3.0,-3.0093464139755857,1.4804901134542956
5133288854,2020-12-28,2.01521,8.283333333333333,4.456924410849376,3.4350096180269305,4.046010853070938,4.012247756265235,85.65714285714286,19.80000000000001,2.714088772265807,354.7279013480042,1.6538710797158036,5.027065527065517,2020-12-28,32.17058,224.11598,2.0,-2.998311923871537,-0.6881398278531993
