linreg_rmse,linreg_r2,rf_rmse,rf_r2,log_acc,log_f1,rf_acc,rf_f1,cv_acc_mean
0.5537594353291593,0.20995943459463606,0.5416223771663121,0.24421144535717065,1.0,1.0,0.9852941176470589,0.9853370304350695,0.9555750658472345
